Well,Omit,Sample,Target,Dye,Task,Cq,Quantity
P2,false,chinook_shel,chi1269,SYBR,Unknown,33.42957353550621,80.6795156257763
P3,false,chinook_shel,chi1269,SYBR,Unknown,32.67862590906907,139.8247089805732
P4,false,chinook_shel,chi1269,SYBR,Unknown,28.8096581493891,2376.92287658462
P5,false,chinook_shel,chi1269,SYBR,Unknown,28.604676905208777,2761.877381948037
P6,false,chinook_shel,chi1269,SYBR,Unknown,28.54852149292025,2877.817555375096
P7,false,chinook_shel,chi1269,SYBR,Unknown,Undetermined,
P8,false,chinook_shel,chi1269,SYBR,Unknown,Undetermined,
P9,false,chinook_shel,chi1269,SYBR,Unknown,Undetermined,
P10,false,chinook_shel,chi1269,SYBR,Unknown,21.5501328718681,483872.20196207386
P11,false,chinook_shel,chi1269,SYBR,Unknown,21.54846849753506,484462.3001317972
P12,false,chinook_shel,chi1269,SYBR,Unknown,21.652994297135052,448764.0890494093
P13,false,chinook_shel,chi1269,SYBR,Unknown,20.678244394185043,916249.2103231646
P14,false,chinook_shel,chi1269,SYBR,Unknown,20.548444408080705,1007612.030886279
P15,false,chinook_shel,chi1269,SYBR,Unknown,20.606019063608116,966013.3414124461
P16,false,chinook_shel,chi1269,SYBR,Unknown,21.731731908710735,423621.03095168574
P17,false,chinook_shel,chi1269,SYBR,Unknown,21.653982733389157,448439.3851536545
P18,false,chinook_shel,chi1269,SYBR,Unknown,21.97187863064022,355307.75315599004
P19,false,chinook_shel,chi1269,SYBR,Unknown,22.626542609297744,219990.90004699226
P20,false,chinook_shel,chi1269,SYBR,Unknown,22.54573659633406,233401.2110261221
P21,false,chinook_shel,chi1269,SYBR,Unknown,22.67783067850923,211881.8677514538
P22,false,chinook_shel,chi1269,SYBR,Unknown,22.449689173296136,250408.26186417643
P23,false,chinook_shel,chi1269,SYBR,Unknown,22.462816797940306,248012.59229352925
P24,false,chinook_shel,chi1269,SYBR,Unknown,22.441438395965072,251925.78059976225
