Well,Omit,Sample,Target,Dye,Task,Cq,Quantity
P2,false,sockeyeDUDA,chi1269,SYBR,Unknown,Undetermined,
P3,false,sockeyeDUDA,chi1269,SYBR,Unknown,Undetermined,
P4,false,sockeyeDUDA,chi1269,SYBR,Unknown,Undetermined,
P5,false,sockeyeDUDA,chi1269,SYBR,Unknown,Undetermined,
P6,false,sockeyeDUDA,chi1269,SYBR,Unknown,Undetermined,
P7,false,sockeyeDUDA,chi1269,SYBR,Unknown,Undetermined,
P8,false,sockeyeDUDA,chi1269,SYBR,Unknown,Undetermined,
P9,false,sockeyeDUDA,chi1269,SYBR,Unknown,Undetermined,
P10,false,sockeyeDUDA,chi1269,SYBR,Unknown,32.14171543242742,51.17829687882699
P11,false,sockeyeDUDA,chi1269,SYBR,Unknown,Undetermined,
P12,false,sockeyeDUDA,chi1269,SYBR,Unknown,Undetermined,
P13,false,sockeyeDUDA,chi1269,SYBR,Unknown,32.82327499319216,32.239263618271686
P14,false,sockeyeDUDA,chi1269,SYBR,Unknown,Undetermined,
P15,false,sockeyeDUDA,chi1269,SYBR,Unknown,32.1875956023149,49.6107016797169
P16,false,sockeyeDUDA,chi1269,SYBR,Unknown,31.579498224197195,74.927885145087
P17,false,sockeyeDUDA,chi1269,SYBR,Unknown,30.865256346233927,121.60970703170099
P18,false,sockeyeDUDA,chi1269,SYBR,Unknown,31.31200193656116,89.82843661473773
P19,false,sockeyeDUDA,chi1269,SYBR,Unknown,32.10494737081973,52.470236456230445
P20,false,sockeyeDUDA,chi1269,SYBR,Unknown,31.582089854443502,74.79633365129668
P21,false,sockeyeDUDA,chi1269,SYBR,Unknown,32.09379876972692,52.8683772766009
P22,false,sockeyeDUDA,chi1269,SYBR,Unknown,Undetermined,
P23,false,sockeyeDUDA,chi1269,SYBR,Unknown,Undetermined,
P24,false,sockeyeDUDA,chi1269,SYBR,Unknown,Undetermined,
